Company,Time Period,Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
Verkada,More Than Six Months,MEDIUM,Remove Sub-Folders from the Filesystem,64.6,0.757077953,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,"Array, String, Depth-First Search, Trie"
josh technology,More Than Six Months,MEDIUM,Remove Zero Sum Consecutive Nodes from Linked List,89.4,0.528392115,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,"Hash Table, Linked List"
DE Shaw,More Than Six Months,MEDIUM,Removing Minimum Number of Magic Beans,66.2,0.434949356,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,"Array, Greedy, Sorting, Enumeration, Prefix Sum"
Walmart Labs,More Than Six Months,MEDIUM,Removing Stars From a String,42.4,0.777874134,https://leetcode.com/problems/removing-stars-from-a-string,"String, Stack, Simulation"
Snap,More Than Six Months,MEDIUM,Reorder Data in Log Files,51.2,0.567342723,https://leetcode.com/problems/reorder-data-in-log-files,"Array, String, Sorting"
Arista Networks,More Than Six Months,MEDIUM,Reorder List,85.3,0.621749515,https://leetcode.com/problems/reorder-list,"Linked List, Two Pointers, Stack, Recursion"
DRW,More Than Six Months,MEDIUM,Reorder Routes to Make All Paths Lead to the City Zero,82.0,0.649290625,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,"Depth-First Search, Breadth-First Search, Graph"
Roblox,Thirty Days,MEDIUM,Reorganize String,100.0,0.560635912,https://leetcode.com/problems/reorganize-string,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
Grammarly,More Than Six Months,MEDIUM,Repeated DNA Sequences,69.6,0.510941023,https://leetcode.com/problems/repeated-dna-sequences,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function"
Myntra,More Than Six Months,EASY,Repeated Substring Pattern,91.7,0.467853334,https://leetcode.com/problems/repeated-substring-pattern,"String, String Matching"
Zoho,Six Months,EASY,Replace Elements with Greatest Element on Right Side,73.0,0.714074341,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,Array
Point72,More Than Six Months,EASY,Replace Employee ID With The Unique Identifier,100.0,0.836248535,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,Database
Accolite,Six Months,MEDIUM,Replace the Substring for Balanced String,100.0,0.394123489,https://leetcode.com/problems/replace-the-substring-for-balanced-string,"String, Sliding Window"
IBM,Six Months,MEDIUM,Report Spam Message,54.7,0.474180887,https://leetcode.com/problems/report-spam-message,"Array, Hash Table, String"
MathWorks,More Than Six Months,EASY,Reshape the Matrix,65.8,0.638031117,https://leetcode.com/problems/reshape-the-matrix,"Array, Matrix, Simulation"
Point72,More Than Six Months,MEDIUM,Restaurant Growth,100.0,0.562989075,https://leetcode.com/problems/restaurant-growth,Database
StackAdapt,More Than Six Months,MEDIUM,Restore IP Addresses,100.0,0.528754817,https://leetcode.com/problems/restore-ip-addresses,"String, Backtracking"
Robinhood,More Than Six Months,MEDIUM,Restore the Array From Adjacent Pairs,80.2,0.746990554,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,"Array, Hash Table, Depth-First Search"
Qualcomm,More Than Six Months,EASY,Reverse Bits,91.0,0.628399973,https://leetcode.com/problems/reverse-bits,"Divide and Conquer, Bit Manipulation"
Capgemini,Three Months,EASY,Reverse Degree of a String,100.0,0.86781211,https://leetcode.com/problems/reverse-degree-of-a-string,"String, Simulation"
LTI,More Than Six Months,MEDIUM,Reverse Integer,100.0,0.301397364,https://leetcode.com/problems/reverse-integer,Math
Zynga,Six Months,EASY,Reverse Linked List,100.0,0.790065216,https://leetcode.com/problems/reverse-linked-list,"Linked List, Recursion"
Nutanix,Thirty Days,MEDIUM,Reverse Linked List II,100.0,0.494176893,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
Zopsmart,More Than Six Months,MEDIUM,Reverse Nodes in Even Length Groups,59.3,0.606085682,https://leetcode.com/problems/reverse-nodes-in-even-length-groups,Linked List
Sigmoid,Six Months,HARD,Reverse Nodes in k-Group,100.0,0.626828141,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion"
josh technology,Six Months,MEDIUM,Reverse Odd Levels of Binary Tree,92.7,0.866264998,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Zoho,More Than Six Months,EASY,Reverse Only Letters,38.6,0.666989337,https://leetcode.com/problems/reverse-only-letters,"Two Pointers, String"
Optum,More Than Six Months,EASY,Reverse Prefix of Word,100.0,0.864042095,https://leetcode.com/problems/reverse-prefix-of-word,"Two Pointers, String, Stack"
Accenture,Six Months,EASY,Reverse String,87.0,0.796520257,https://leetcode.com/problems/reverse-string,"Two Pointers, String"
Agoda,More Than Six Months,MEDIUM,Reverse Substrings Between Each Pair of Parentheses,60.2,0.716823491,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses,"String, Stack"
USAA,More Than Six Months,EASY,Reverse Vowels of a String,100.0,0.577918652,https://leetcode.com/problems/reverse-vowels-of-a-string,"Two Pointers, String"
Accenture,Six Months,MEDIUM,Reverse Words in a String,87.0,0.512845634,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String"
ServiceNow,More Than Six Months,MEDIUM,Reverse Words in a String II,62.2,0.559665459,https://leetcode.com/problems/reverse-words-in-a-string-ii,"Two Pointers, String"
Devtron,More Than Six Months,EASY,Reverse Words in a String III,100.0,0.836173066,https://leetcode.com/problems/reverse-words-in-a-string-iii,"Two Pointers, String"
Booking.com,More Than Six Months,MEDIUM,Reward Top K Students,100.0,0.458410485,https://leetcode.com/problems/reward-top-k-students,"Array, Hash Table, String, Sorting, Heap (Priority Queue)"
Mitsogo,More Than Six Months,MEDIUM,Right Triangles,65.2,0.468274253,https://leetcode.com/problems/right-triangles,"Array, Hash Table, Math, Combinatorics, Counting"
Google,More Than Six Months,EASY,Rising Temperature,41.5,0.500615651,https://leetcode.com/problems/rising-temperature,Database
Chewy,More Than Six Months,MEDIUM,Robot Bounded In Circle,89.4,0.562078124,https://leetcode.com/problems/robot-bounded-in-circle,"Math, String, Simulation"
Deutsche Bank,More Than Six Months,HARD,Robot Collisions,93.6,0.560912523,https://leetcode.com/problems/robot-collisions,"Array, Stack, Sorting, Simulation"
Goldman Sachs,Three Months,EASY,Robot Return to Origin,42.6,0.76120479,https://leetcode.com/problems/robot-return-to-origin,"String, Simulation"
DRW,More Than Six Months,HARD,Robot Room Cleaner,82.0,0.774160492,https://leetcode.com/problems/robot-room-cleaner,"Backtracking, Interactive"
DeltaX,More Than Six Months,EASY,Roman to Integer,100.0,0.646237226,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
Scale AI,More Than Six Months,MEDIUM,Rotate Array,100.0,0.428088055,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers"
WatchGuard,More Than Six Months,MEDIUM,Rotate Image,100.0,0.776235785,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
Nvidia,Three Months,MEDIUM,Rotate List,95.4,0.397632577,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
Wells Fargo,More Than Six Months,EASY,Rotate String,75.1,0.637950811,https://leetcode.com/problems/rotate-string,"String, String Matching"
Arista Networks,More Than Six Months,MEDIUM,Rotated Digits,79.7,0.564216409,https://leetcode.com/problems/rotated-digits,"Math, Dynamic Programming"
Uber,Three Months,MEDIUM,Rotating the Box,85.1,0.790503576,https://leetcode.com/problems/rotating-the-box,"Array, Two Pointers, Matrix"
Informatica,More Than Six Months,MEDIUM,Rotting Oranges,100.0,0.563587731,https://leetcode.com/problems/rotting-oranges,"Array, Breadth-First Search, Matrix"
tcs,Six Months,EASY,Running Sum of 1d Array,58.3,0.869669605,https://leetcode.com/problems/running-sum-of-1d-array,"Array, Prefix Sum"
Meta,Thirty Days,HARD,Russian Doll Envelopes,62.2,0.372881506,https://leetcode.com/problems/russian-doll-envelopes,"Array, Binary Search, Dynamic Programming, Sorting"
Apple,Three Months,EASY,Same Tree,51.3,0.648719893,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
UiPath,Thirty Days,MEDIUM,Satisfiability of Equality Equations,100.0,0.509643522,https://leetcode.com/problems/satisfiability-of-equality-equations,"Array, String, Union Find, Graph"
IIT Bombay,More Than Six Months,MEDIUM,Score After Flipping Matrix,100.0,0.802256727,https://leetcode.com/problems/score-after-flipping-matrix,"Array, Greedy, Bit Manipulation, Matrix"
Mountblue,More Than Six Months,MEDIUM,Score of Parentheses,93.2,0.637434579,https://leetcode.com/problems/score-of-parentheses,"String, Stack"
Darwinbox,More Than Six Months,HARD,Scramble String,100.0,0.420230659,https://leetcode.com/problems/scramble-string,"String, Dynamic Programming"
Nutanix,Three Months,MEDIUM,Search a 2D Matrix,87.9,0.520870862,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
Oracle,More Than Six Months,MEDIUM,Search a 2D Matrix II,63.9,0.549571942,https://leetcode.com/problems/search-a-2d-matrix-ii,"Array, Binary Search, Divide and Conquer, Matrix"
Druva,More Than Six Months,MEDIUM,Search in Rotated Sorted Array,100.0,0.426504959,https://leetcode.com/problems/search-in-rotated-sorted-array,"Array, Binary Search"
Amazon,More Than Six Months,MEDIUM,Search in Rotated Sorted Array II,41.4,0.387788941,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
Accenture,Six Months,EASY,Search Insert Position,87.0,0.487611692,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
Deliveroo,More Than Six Months,MEDIUM,Search Suggestions System,100.0,0.650464988,https://leetcode.com/problems/search-suggestions-system,"Array, String, Binary Search, Trie, Sorting, Heap (Priority Queue)"
Dropbox,More Than Six Months,MEDIUM,Seat Reservation Manager,64.9,0.662895558,https://leetcode.com/problems/seat-reservation-manager,"Design, Heap (Priority Queue)"
Databricks,More Than Six Months,MEDIUM,Second Degree Follower,49.4,0.398677621,https://leetcode.com/problems/second-degree-follower,Database
Amdocs,More Than Six Months,MEDIUM,Second Highest Salary,100.0,0.435266235,https://leetcode.com/problems/second-highest-salary,Database
Softwire,More Than Six Months,EASY,Second Largest Digit in a String,100.0,0.517438671,https://leetcode.com/problems/second-largest-digit-in-a-string,"Hash Table, String"
LinkedIn,Six Months,EASY,Second Minimum Node In a Binary Tree,54.7,0.452734155,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,"Tree, Depth-First Search, Binary Tree"
Zomato,More Than Six Months,HARD,Self Crossing,73.1,0.318864534,https://leetcode.com/problems/self-crossing,"Array, Math, Geometry"
Epic Systems,More Than Six Months,EASY,Self Dividing Numbers,76.0,0.795353389,https://leetcode.com/problems/self-dividing-numbers,Math
Groupon,More Than Six Months,MEDIUM,Sell Diminishing-Valued Colored Balls,100.0,0.299394384,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,"Array, Math, Binary Search, Greedy, Sorting, Heap (Priority Queue)"
Palantir Technologies,More Than Six Months,HARD,Selling Pieces of Wood,58.6,0.515198272,https://leetcode.com/problems/selling-pieces-of-wood,"Array, Dynamic Programming, Memoization"
Google,Thirty Days,MEDIUM,Separate Squares I,45.6,0.371225399,https://leetcode.com/problems/separate-squares-i,"Array, Binary Search"
Workday,More Than Six Months,HARD,Serialize and Deserialize Binary Tree,100.0,0.587240177,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
Tesla,More Than Six Months,MEDIUM,Serialize and Deserialize BST,65.5,0.584953833,https://leetcode.com/problems/serialize-and-deserialize-bst,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree"
Bloomberg,Three Months,HARD,Serialize and Deserialize N-ary Tree,36.3,0.68198009,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree,"String, Tree, Depth-First Search, Breadth-First Search"
DP world,Three Months,HARD,Set Intersection Size At Least Two,100.0,0.451188052,https://leetcode.com/problems/set-intersection-size-at-least-two,"Array, Greedy, Sorting"
Autodesk,Three Months,MEDIUM,Set Matrix Zeroes,100.0,0.594991306,https://leetcode.com/problems/set-matrix-zeroes,"Array, Hash Table, Matrix"
Grammarly,All,EASY,Set Mismatch,49.1,0.449128198,https://leetcode.com/problems/set-mismatch,"Array, Hash Table, Bit Manipulation, Sorting"
Veritas,More Than Six Months,MEDIUM,Shifting Letters II,90.1,0.532801479,https://leetcode.com/problems/shifting-letters-ii,"Array, String, Prefix Sum"
Coupang,Thirty Days,MEDIUM,Shopping Offers,100.0,0.518413092,https://leetcode.com/problems/shopping-offers,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask"
Wells Fargo,More Than Six Months,MEDIUM,Shortest and Lexicographically Smallest Beautiful String,86.1,0.394585948,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string,"String, Sliding Window"
Flipkart,More Than Six Months,MEDIUM,Shortest Bridge,96.3,0.585187474,https://leetcode.com/problems/shortest-bridge,"Array, Depth-First Search, Breadth-First Search, Matrix"
Dream11,More Than Six Months,HARD,Shortest Common Supersequence ,100.0,0.612325287,https://leetcode.com/problems/shortest-common-supersequence,"String, Dynamic Programming"
Zomato,More Than Six Months,HARD,Shortest Cycle in a Graph,73.1,0.37202744,https://leetcode.com/problems/shortest-cycle-in-a-graph,"Breadth-First Search, Graph"
ByteDance,Three Months,HARD,Shortest Distance from All Buildings,100.0,0.44247554,https://leetcode.com/problems/shortest-distance-from-all-buildings,"Array, Breadth-First Search, Matrix"
Pocket Gems,More Than Six Months,HARD,Shortest Palindrome,100.0,0.405430811,https://leetcode.com/problems/shortest-palindrome,"String, Rolling Hash, String Matching, Hash Function"
AppFolio,Six Months,HARD,Shortest Path in a Grid with Obstacles Elimination,100.0,0.455337637,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,"Array, Breadth-First Search, Matrix"
Juspay,Three Months,HARD,Shortest Path in a Weighted Tree,88.1,0.307983762,https://leetcode.com/problems/shortest-path-in-a-weighted-tree,"Array, Tree, Depth-First Search, Binary Indexed Tree, Segment Tree"
Meta,Thirty Days,MEDIUM,Shortest Path in Binary Matrix,79.1,0.495163915,https://leetcode.com/problems/shortest-path-in-binary-matrix,"Array, Breadth-First Search, Matrix"
Airbnb,More Than Six Months,HARD,Shortest Path to Get All Keys,85.6,0.536508038,https://leetcode.com/problems/shortest-path-to-get-all-keys,"Array, Bit Manipulation, Breadth-First Search, Matrix"
DoorDash,More Than Six Months,MEDIUM,Shortest Path to Get Food,37.0,0.56603009,https://leetcode.com/problems/shortest-path-to-get-food,"Array, Breadth-First Search, Matrix"
DE Shaw,More Than Six Months,MEDIUM,Shortest String That Contains Three Strings,48.6,0.306103677,https://leetcode.com/problems/shortest-string-that-contains-three-strings,"String, Greedy, Enumeration"
razorpay,Six Months,MEDIUM,Shortest Subarray to be Removed to Make Array Sorted,100.0,0.514770147,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
Mitsogo,More Than Six Months,EASY,Shortest Subarray With OR at Least K I,65.2,0.425682546,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i,"Array, Bit Manipulation, Sliding Window"
Mitsogo,More Than Six Months,MEDIUM,Shortest Subarray With OR at Least K II,65.2,0.502487016,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii,"Array, Bit Manipulation, Sliding Window"
Moveworks,Three Months,MEDIUM,Shortest Uncommon Substring in an Array,100.0,0.478564655,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array,"Array, Hash Table, String, Trie"
LiveRamp,More Than Six Months,MEDIUM,Shortest Unsorted Continuous Subarray,100.0,0.373615284,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack"
Pinterest,More Than Six Months,MEDIUM,Shortest Way to Form String,77.1,0.612807268,https://leetcode.com/problems/shortest-way-to-form-string,"Two Pointers, String, Binary Search, Greedy"
Anduril,More Than Six Months,EASY,Shortest Word Distance,91.5,0.659138091,https://leetcode.com/problems/shortest-word-distance,"Array, String"
LinkedIn,Six Months,MEDIUM,Shortest Word Distance II,79.1,0.620727887,https://leetcode.com/problems/shortest-word-distance-ii,"Array, Hash Table, Two Pointers, String, Design"
Palantir Technologies,Three Months,MEDIUM,Shortest Word Distance III,90.3,0.590521999,https://leetcode.com/problems/shortest-word-distance-iii,"Array, String"
Uber,Thirty Days,MEDIUM,Shuffle an Array,71.3,0.589630879,https://leetcode.com/problems/shuffle-an-array,"Array, Math, Design, Randomized"
Zoho,More Than Six Months,EASY,Shuffle the Array,54.7,0.888238057,https://leetcode.com/problems/shuffle-the-array,Array
DoorDash,Six Months,HARD,Similar String Groups,36.6,0.553056565,https://leetcode.com/problems/similar-string-groups,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find"
Circle,More Than Six Months,MEDIUM,Simple Bank System,100.0,0.613737252,https://leetcode.com/problems/simple-bank-system,"Array, Hash Table, Design, Simulation"
Gojek,More Than Six Months,MEDIUM,Simplify Path,100.0,0.474464246,https://leetcode.com/problems/simplify-path,"String, Stack"
Moloco,More Than Six Months,MEDIUM,Single Element in a Sorted Array,89.4,0.591924176,https://leetcode.com/problems/single-element-in-a-sorted-array,"Array, Binary Search"
tcs,Three Months,EASY,Single Number,93.8,0.757343263,https://leetcode.com/problems/single-number,"Array, Bit Manipulation"
Accenture,More Than Six Months,MEDIUM,Single Number II,40.1,0.650214966,https://leetcode.com/problems/single-number-ii,"Array, Bit Manipulation"
DoorDash,More Than Six Months,MEDIUM,Single-Threaded CPU,71.6,0.462874704,https://leetcode.com/problems/single-threaded-cpu,"Array, Sorting, Heap (Priority Queue)"
Moloco,More Than Six Months,HARD,Sliding Puzzle,89.4,0.730923018,https://leetcode.com/problems/sliding-puzzle,"Array, Dynamic Programming, Backtracking, Breadth-First Search, Memoization, Matrix"
Gojek,More Than Six Months,HARD,Sliding Window Maximum,100.0,0.474661928,https://leetcode.com/problems/sliding-window-maximum,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
Datadog,More Than Six Months,HARD,Sliding Window Median,69.4,0.386372912,https://leetcode.com/problems/sliding-window-median,"Array, Hash Table, Sliding Window, Heap (Priority Queue)"
Airbnb,More Than Six Months,MEDIUM,Smallest Common Region,75.5,0.679044409,https://leetcode.com/problems/smallest-common-region,"Array, Hash Table, String, Tree, Depth-First Search, Breadth-First Search"
PayPal,More Than Six Months,MEDIUM,Smallest Greater Multiple Made of Two Digits,42.5,0.479942693,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits,"Math, Enumeration"
Lendingkart Technologies,More Than Six Months,HARD,Smallest K-Length Subsequence With Occurrences of a Letter,100.0,0.38724953,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter,"String, Stack, Greedy, Monotonic Stack"
Mercari,More Than Six Months,MEDIUM,Smallest Missing Non-negative Integer After Operations,100.0,0.397473173,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations,"Array, Hash Table, Math, Greedy"
WinZO,More Than Six Months,HARD,Smallest Range Covering Elements from K Lists,100.0,0.697363127,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,"Array, Hash Table, Greedy, Sliding Window, Sorting, Heap (Priority Queue)"
Google,Six Months,MEDIUM,Smallest String Starting From Leaf,10.8,0.60755235,https://leetcode.com/problems/smallest-string-starting-from-leaf,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
Lendingkart Technologies,All,MEDIUM,Smallest String With A Given Numeric Value,100.0,0.670023306,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value,"String, Greedy"
PhonePe,More Than Six Months,MEDIUM,Smallest String With Swaps,47.0,0.592839478,https://leetcode.com/problems/smallest-string-with-swaps,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting"
FactSet,More Than Six Months,MEDIUM,Smallest Subsequence of Distinct Characters,100.0,0.618022189,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,"String, Stack, Greedy, Monotonic Stack"
Salesforce,Six Months,HARD,Smallest Substring With Identical Characters I,82.4,0.189915915,https://leetcode.com/problems/smallest-substring-with-identical-characters-i,"Array, Binary Search, Enumeration"
Salesforce,Six Months,HARD,Smallest Substring With Identical Characters II,82.4,0.402519284,https://leetcode.com/problems/smallest-substring-with-identical-characters-ii,"String, Binary Search"
Salesforce,More Than Six Months,MEDIUM,Smallest Subtree with all the Deepest Nodes,45.3,0.723881226,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
tcs,Three Months,HARD,Smallest Sufficient Team,100.0,0.553327673,https://leetcode.com/problems/smallest-sufficient-team,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
Cognizant,More Than Six Months,MEDIUM,Smallest Value of the Rearranged Number,62.8,0.525854166,https://leetcode.com/problems/smallest-value-of-the-rearranged-number,"Math, Sorting"
thoughtspot,More Than Six Months,MEDIUM,Snakes and Ladders,82.4,0.44130123,https://leetcode.com/problems/snakes-and-ladders,"Array, Breadth-First Search, Matrix"
StackAdapt,More Than Six Months,MEDIUM,Snapshot Array,100.0,0.366774028,https://leetcode.com/problems/snapshot-array,"Array, Hash Table, Binary Search, Design"
Hive,Six Months,MEDIUM,Sort an Array,100.0,0.568063425,https://leetcode.com/problems/sort-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort"
Akuna Capital,More Than Six Months,EASY,Sort Array by Increasing Frequency,68.9,0.80174908,https://leetcode.com/problems/sort-array-by-increasing-frequency,"Array, Hash Table, Sorting"
DXC Technology,More Than Six Months,EASY,Sort Array By Parity,100.0,0.762988033,https://leetcode.com/problems/sort-array-by-parity,"Array, Two Pointers, Sorting"
Wipro,More Than Six Months,MEDIUM,Sort Characters By Frequency,70.5,0.739007233,https://leetcode.com/problems/sort-characters-by-frequency,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
Pocket Gems,More Than Six Months,MEDIUM,Sort Colors,100.0,0.668346962,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
Zoho,More Than Six Months,EASY,Sort Even and Odd Indices Independently,64.3,0.625702213,https://leetcode.com/problems/sort-even-and-odd-indices-independently,"Array, Sorting"
J.P. Morgan,More Than Six Months,EASY,Sort Integers by The Number of 1 Bits,100.0,0.786263236,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits,"Array, Bit Manipulation, Sorting, Counting"
Bloomberg,Three Months,MEDIUM,Sort Integers by The Power Value,78.8,0.706957444,https://leetcode.com/problems/sort-integers-by-the-power-value,"Dynamic Programming, Memoization, Sorting"
Citadel,More Than Six Months,HARD,Sort Items by Groups Respecting Dependencies,39.1,0.656204307,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
Lyft,Thirty Days,MEDIUM,Sort List,64.3,0.614402342,https://leetcode.com/problems/sort-list,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort"
Walmart Labs,Thirty Days,MEDIUM,Sort the Matrix Diagonally,100.0,0.829621582,https://leetcode.com/problems/sort-the-matrix-diagonally,"Array, Sorting, Matrix"
Infosys,More Than Six Months,EASY,Sort the People,52.2,0.848106925,https://leetcode.com/problems/sort-the-people,"Array, Hash Table, String, Sorting"
IBM,More Than Six Months,MEDIUM,Sort the Students by Their Kth Score,37.8,0.855953877,https://leetcode.com/problems/sort-the-students-by-their-kth-score,"Array, Sorting, Matrix"
LinkedIn,Three Months,MEDIUM,Sort Transformed Array,61.6,0.569758048,https://leetcode.com/problems/sort-transformed-array,"Array, Math, Two Pointers, Sorting"
UiPath,More Than Six Months,MEDIUM,Sorting Three Groups,100.0,0.417239123,https://leetcode.com/problems/sorting-three-groups,"Array, Binary Search, Dynamic Programming"
Pinterest,More Than Six Months,MEDIUM,Sparse Matrix Multiplication,60.3,0.688747935,https://leetcode.com/problems/sparse-matrix-multiplication,"Array, Hash Table, Matrix"
National Payments Corporation of India,More Than Six Months,EASY,Special Array I,100.0,0.818435985,https://leetcode.com/problems/special-array-i,Array
National Payments Corporation of India,More Than Six Months,MEDIUM,Special Array II,100.0,0.456608064,https://leetcode.com/problems/special-array-ii,"Array, Binary Search, Prefix Sum"
UKG,More Than Six Months,HARD,Special Binary String,100.0,0.632823902,https://leetcode.com/problems/special-binary-string,"String, Recursion"
Lenskart,More Than Six Months,MEDIUM,Spiral Matrix,100.0,0.535768559,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
Zoho,More Than Six Months,MEDIUM,Spiral Matrix II,54.7,0.732818338,https://leetcode.com/problems/spiral-matrix-ii,"Array, Matrix, Simulation"
Dataminr,More Than Six Months,MEDIUM,Spiral Matrix III,100.0,0.844582078,https://leetcode.com/problems/spiral-matrix-iii,"Array, Matrix, Simulation"
Salesforce,Three Months,EASY,Split a String in Balanced Strings,84.4,0.867439986,https://leetcode.com/problems/split-a-string-in-balanced-strings,"String, Greedy, Counting"
PhonePe,Six Months,MEDIUM,Split Array into Consecutive Subsequences,71.4,0.514628568,https://leetcode.com/problems/split-array-into-consecutive-subsequences,"Array, Hash Table, Greedy, Heap (Priority Queue)"
Zeta,Six Months,HARD,Split Array Largest Sum,100.0,0.577695784,https://leetcode.com/problems/split-array-largest-sum,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum"
Alibaba,More Than Six Months,HARD,Split Array with Equal Sum,100.0,0.501276631,https://leetcode.com/problems/split-array-with-equal-sum,"Array, Hash Table, Prefix Sum"
Coupang,More Than Six Months,MEDIUM,Split BST,63.5,0.824429015,https://leetcode.com/problems/split-bst,"Tree, Binary Search Tree, Recursion, Binary Tree"
Alibaba,More Than Six Months,MEDIUM,Split Concatenated Strings,100.0,0.433049465,https://leetcode.com/problems/split-concatenated-strings,"Array, String, Greedy"
Capital One,More Than Six Months,HARD,Split Message Based on Limit,90.3,0.429118968,https://leetcode.com/problems/split-message-based-on-limit,"String, Binary Search, Enumeration"
Coupang,All,EASY,Split Strings by Separator,53.1,0.747240424,https://leetcode.com/problems/split-strings-by-separator,"Array, String"
Adobe,Three Months,EASY,Split the Array,87.8,0.590193737,https://leetcode.com/problems/split-the-array,"Array, Hash Table, Counting"
Zomato,More Than Six Months,HARD,Split the Array to Make Coprime Products,73.1,0.279713344,https://leetcode.com/problems/split-the-array-to-make-coprime-products,"Array, Hash Table, Math, Number Theory"
Grammarly,Six Months,EASY,Sqrt(x),91.7,0.402633119,https://leetcode.com/problems/sqrtx,"Math, Binary Search"
Whatnot,Six Months,EASY,Squares of a Sorted Array,100.0,0.731761472,https://leetcode.com/problems/squares-of-a-sorted-array,"Array, Two Pointers, Sorting"
Block,More Than Six Months,MEDIUM,Squirrel Simulation,81.2,0.57236105,https://leetcode.com/problems/squirrel-simulation,"Array, Math"
Rubrik,Six Months,HARD,Stamping the Grid,63.4,0.329892523,https://leetcode.com/problems/stamping-the-grid,"Array, Greedy, Matrix, Prefix Sum"
Morgan Stanley,Three Months,HARD,Stamping The Sequence,100.0,0.618370926,https://leetcode.com/problems/stamping-the-sequence,"String, Stack, Greedy, Queue"
Snowflake,Thirty Days,MEDIUM,Step-By-Step Directions From a Binary Tree Node to Another,100.0,0.562749121,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another,"String, Tree, Depth-First Search, Binary Tree"
Epic Systems,More Than Six Months,MEDIUM,Stepping Numbers,57.1,0.476192642,https://leetcode.com/problems/stepping-numbers,"Math, Backtracking, Breadth-First Search"
